,Unnamed: 0,brand,name,attribute,product_url,search_name,price,capacity,keyword,keyword_scent,new_name,search_name_1,1st_similar_perfume,2nd_similar_perfume,3rd_similar_perfume,4th_similar_perfume,5th_similar_perfume
140,,에르메스,트윌리데르메스오드퍼퓸,풍부하고 달콤한 생강과 튜베로즈가 우디하게 연출되는 글래머스한 향기,/product/에르메스-트윌리-데르메스-오-드-퍼퓸/1646/category/568/display/1/,에르메스 트윌리데르메스오드퍼퓸,129000,30,"생강,튜베로즈,우드,글래머","생강,튜베로즈,우드",트윌리데르메스,에르메스 트윌리데르메스,메종마르지엘라 뮤티니,바이레도 집시워터,프레데릭말 카날플라워,르라보 로즈,
141,,구찌알케미스트가든,윈터스스프링오드퍼퓸,미모사와 아카시아 꽃을 가볍게 띄워놓은 미온수로 부드럽게 목욕한 후 살에 남은 잔향,/product/구찌-알케미스트-가든-윈터스-스프링-오-드-퍼퓸-100ml/2467/category/568/display/1/,구찌알케미스트가든 윈터스스프링오드퍼퓸,450000,100,"미모사,아카시아,미온수,목욕","미모사,아카시아,미온수",윈터스스프링,구찌알케미스트가든 윈터스스프링,프라다 레스인퓨전디미모사,롤리타렘피카 우먼,딥디크 올렌느,,
142,,구찌알케미스트가든,더버진바이올렛오드퍼퓸,바이올렛이 가득한 연금술사의 정원에서 느껴지는 포근함,/product/구찌-알케미스트-가든-더-버진-바이올렛-오-드-퍼퓸/2084/category/568/display/1/,구찌알케미스트가든 더버진바이올렛오드퍼퓸,440000,100,"바이올렛,연금술사,정원",정원,더버진바이올렛,구찌알케미스트가든 더버진바이올렛,불리 오트리플페루헬리오트로프,,,,
143,,디올,쟈도르(자도르)오드퍼퓸,"한없이 부드럽고, 고급스럽게 관능적인 디올의 대표 여자향수",/product/디올-쟈도르자도르-오-드-퍼퓸/1639/category/568/display/1/,디올 쟈도르(자도르)오드퍼퓸,119000,30,"고급,관능,여성",고급,쟈도르(자도르),디올 쟈도르(자도르),끌로에 압솔뤼퍼퓸,랑콤 미라클,,랄프로렌 폴로랄프우먼,
144,,디올,어딕트오프레쉬오드뚜왈렛,봄날의 첫사랑을 닮은 경쾌하고 여리여리한 시트러스 플로럴,/product/디올-어딕트-오-프레쉬-오-드-뚜왈렛/1798/category/568/display/1/,디올 어딕트오프레쉬오드뚜왈렛,140000,50,"봄날,첫사랑,시트러스,플로럴","봄날,시트러스,플로럴",어딕트오프레쉬,디올 어딕트오프레쉬,메종마르지엘라 플라워마켓,,,,킬리안 우먼인골드
145,,끌로에,러브스토리오드퍼퓸,"웹드라마의 대학 캠퍼스 한 장면처럼 상큼한 장미, 배 향기",/product/끌로에-러브스토리-오-드-퍼퓸/1856/category/568/display/1/,끌로에 러브스토리오드퍼퓸,130000,50,"드라마,대학,캠퍼스,상큼,로즈","상큼,로즈",러브스토리,끌로에 러브스토리,딥디크 오로즈,킬리안 로즈온아이스,프라고나르 로즈드메이,끌로에 로즈드끌로에,
148,,아쿠아디파르마,사쿠라(벚꽃)오드퍼퓸,"달지 않게 달콤한 벚꽃, 그 한 송이의 잔잔함을 닮은 데일리",/product/아쿠아-디-파르마-사쿠라벚꽃-오-드-퍼퓸/2072/category/568/display/1/,아쿠아디파르마 사쿠라(벚꽃)오드퍼퓸,297000,100,"벚꽃,송이,데일리",벚꽃,사쿠라(벚꽃),아쿠아디파르마 사쿠라(벚꽃),런던프로소디 페이퍼플라워팬오드코롱,아닉구딸 쁘띠쉐리,,구딸파리 쁘띠쉐리,
149,,아쿠아디파르마,피오니아노빌레오드퍼퓸,"첫사랑도 잊게 만들 정도로, 보면 볼수록 더 예뻐 보이는 피오니 향기",/product/아쿠아-디-파르마-피오니아-노빌레-오-드-퍼퓸/2260/category/568/display/1/,아쿠아디파르마 피오니아노빌레오드퍼퓸,205000,20,"첫사랑,피오니",피오니,피오니아노빌레,아쿠아디파르마 피오니아노빌레,미스디올 앱솔루틀리블루밍,,,,아쿠아디파르마 로사노빌레
152,,킬리안,스트레이트투헤븐화이트크리스탈오드퍼퓸,풍부한 부드러움과 깊이감 가득한 오우드 나무를 닮아 분위기를 압도하는 사내의 향기,/product/킬리안-스트레이트-투헤븐-화이트크리스탈-오-드-퍼퓸-50ml/2400/category/568/display/1/,킬리안 스트레이트투헤븐화이트크리스탈오드퍼퓸,328000,50,"부드러움,깊이,우드,나무,압도,사내","부드러움,우드,나무",스트레이트투헤븐화이트크리스탈,킬리안 스트레이트투헤븐화이트크리스탈,나소마토 블랙아프가노엑스트레퍼퓸,바이레도 집시워터,시슬리 오뒤스와르,,랄프로렌 폴로
160,,반클리프엔아펠,로즈루즈오드퍼퓸,"한겨울에 만발한 13월의 장미, 움츠렸던 몸집으로 겨우내 터뜨리는 달콤 쌉싸름한 은애",/product/반클리프-앤-아펠-로즈-루즈-오-드-퍼퓸/2570/category/568/display/1/,반클리프엔아펠 로즈루즈오드퍼퓸,195000,75,"한겨울,만발,로즈,달콤,은애","한겨울,로즈,달콤",로즈루즈,반클리프엔아펠 로즈루즈,프라고나르 로즈드메이,아이젠버그 조즈옴므,딥디크 오로즈,,
161,,반클리프엔아펠,가드니아페탈오드퍼퓸,"천진난만하게 만발한 가드니아, 투명하고 맑게 번지는 설원의 화이트 플로럴",/product/반클리프-앤-아펠-가드니아-페탈-오-드-퍼퓸/2577/category/568/display/1/,반클리프엔아펠 가드니아페탈오드퍼퓸,195000,75,"만발,가드니아,설원,화이트플로럴","만발,가드니아,설원,화이트플로럴",가드니아페탈,반클리프엔아펠 가드니아페탈,아닉구딸 엉마뗑도하쥬,,메모 일하도멜,,
163,,알타이아,튜베로즈인블루오드퍼퓸,섬세하게 흔들리며 내려오던 달빛을 타고 흐르는  튜베로즈가 품은 푸른 낭만,/product/알타이아-튜베로즈-인-블루-오-드-퍼퓸/2632/category/568/display/1/,알타이아 튜베로즈인블루오드퍼퓸,331000,100,"달빛,튜베로즈,푸른,낭만","달빛,튜베로즈,푸른",튜베로즈인블루,알타이아 튜베로즈인블루,세르주루텐 튜베로즈크리미넬,프레데릭말 카날플라워,,메모 그라나다,
164,,빅토리아시크릿,밤쉘바디미스트,"사랑스러운 향기 밤쉘, 이제 어디서든 은은하게 부담 없이 즐겨보세요",/product/빅토리아시크릿-밤쉘-바디미스트/2536/category/568/display/1/,빅토리아시크릿 밤쉘바디미스트,82000,75,"밤쉘,사랑",밤쉘,밤쉘바디미스트,빅토리아시크릿 밤쉘바디미스트,아닉구딸 쁘띠쉐리,,구딸파리 쁘띠쉐리,불가리 쁘띠마망,
165,,클린,클래식웜코튼오드퍼퓸,전방 100m 밖까지 닿는 새하안 비누 향기에 마음까지 산뜻해지는 깨끗한 향기,/product/클린-클래식-웜코튼-오-드-퍼퓸-3060ml/2245/category/568/display/1/,클린 클래식웜코튼오드퍼퓸,55000,30,"하얀,비누",비누,클래식웜코튼,클린 클래식웜코튼,아쿠아디파르마 미르토디파나레아,메종마르지엘라 레이지선데이모닝,프라다 레스인퓨전디미모사,산타마리아노벨라 프리지아오드코롱,프라다 루나로사
170,,데렉램10크로스비,레인데이오드퍼퓸,"비온 뒤, 솔잎이 덕지덕지 붙은 나무판자를 찌걱찌걱 밟을 때의 분위기",/product/데렉-램-10-크로스비-레인데이-오-드-퍼퓸-1050100ml/1859/category/568/display/1/,데렉램10크로스비 레인데이오드퍼퓸,37000,10,"비,솔잎,나무,판자","비,솔잎,나무",레인데이,데렉램10크로스비 레인데이,르페르소나 LP우든페이스,,본드 넘버나인차이나타운,딥디크 오드리에,
172,,알타이아,애니데이나우오드퍼퓸,"암암하고 고요한 방 안, 단숨에 퍼지는 가장 성숙한 관능의 흑장미",/product/알타이아-애니-데이-나우-오-드-퍼퓸/2589/category/568/display/1/,알타이아 애니데이나우오드퍼퓸,331000,100,"고요한,단숨,관능,흑로즈",흑로즈,애니데이나우,알타이아 애니데이나우,나소마토 블랙아프가노엑스트레퍼퓸,,프레드릭엠 오베드상,크리드 어벤투스포허,겔랑 몽겔랑
173,,알타이아,아타카마오드퍼퓸,"삭막한 사막 아타카마,  지평선 너머의 오아시스의 신성함으로부터 퍼지는 솔티 - 우드",/product/알타이아-아타카마-오-드-퍼퓸/2590/category/568/display/1/,알타이아 아타카마오드퍼퓸,331000,100,"사막,아타카마,지평선,오아시스,솔티,우드","오아시스,솔티,우드",아타카마,알타이아 아타카마,오리베 데저트랜드,바이레도 집시워터,,,톰포드 코스타아주라
174,,알타이아,바이애니아더네임오드퍼퓸,"장미와 작약이 흐드러진 비밀 정원,  만발하는 꽃봉오리처럼 톡 터뜨리는 리치의 과육",/product/알타이아-바이-애니-아더-네임-오-드-퍼퓸/2591/category/568/display/1/,알타이아 바이애니아더네임오드퍼퓸,331000,100,"로즈,작약,비밀,정원,만발,꽃봉오리,리치,과육","로즈,작약,정원,만발,꽃봉오리,리치,과육",바이애니아더네임,알타이아 바이애니아더네임,오디딸리 로사그레타,딥디크 오로즈,프라고나르 로즈드메이,,
175,,알타이아,유손오드퍼퓸,산색이 온통 풀빛으로 우거지던 그해 여름 여린 바람에 실려오는 풀내음과 설렘,/product/알타이아-유-손-오-드-퍼퓸/2586/category/568/display/1/,알타이아 유손오드퍼퓸,331000,100,"풀빛,여름,바람,풀내음,설레임","풀빛,여름,바람,풀내음",유손,알타이아 유손,톰포드 코스타아주라,메모 랄리벨라,,로이비 피오니앤화이트머스크,아이젠버그 조즈우먼
176,,펜할리곤스,앤디미온오드코롱,"청고한 달빛이 비추는 강가, 바람결을 타고 퍼지는 커피와 제라늄의 감미로움",/product/펜할리곤스-앤디미온-오-드-코롱/2575/category/568/display/1/,펜할리곤스 앤디미온오드코롱,129000,30,"청고,달빛,강가,바람결,커피,제라늄,감미로움","바람,커피,제라늄",앤디미온오드코롱,펜할리곤스 앤디미온오드코롱,프라다 루나로사,메종마르지엘라 커피브레이크,메모 그라나다,,
177,,불리,오트리쁠베르켄오렌지블라썸,"갓 따낸 오렌지 나무 잎사귀에 레몬즙을 뿌린듯, 무더운 여름날 단비 같이 싱그런 오렌지 꽃망울",/product/불리-오-트리쁠-베르켄-오렌지-블라썸-75ml/2426/category/568/display/1/,불리 오트리쁠베르켄오렌지블라썸,230000,75,"오렌지,나무,잎사귀,레몬,여름날,단비,오렌지,꽃망울","오렌지,나무,잎사귀,레몬,여름날,단비,오렌지,꽃망울",오트리쁠베르켄오렌지블라썸,불리 오트리쁠베르켄오렌지블라썸,오디딸리 아쿠아데시마,,,세르주루텐 플뢰르드시트로니에,
179,,조말론,인센스앤세드라코롱인텐스,"삭막한 초원에 단비가 그치고 난 뒤, 슴슴하게 올라오는 마른 풀들과 나무들의 아로마틱한 산뜻함",/product/조말론-인센스-앤-세드라-코롱-인텐스/2402/category/568/display/1/,조말론 인센스앤세드라코롱인텐스,218000,50,"초원,단비,슴슴하,나무,아로마","초원,단비,나무,아로마",인센스앤세드라코롱인텐스,조말론 인센스앤세드라코롱인텐스,산타마리아노벨라 포푸리오드코롱,,,,
180,,스테파니브루진,파리몽타뉴오드퍼퓸,"입가에 고인 보랏빛 와인이, 지그시 감겨진 눈꺼풀이 따라올 수 없게 만드는 독보적인 분위기",/product/스테파니-브루진-파리-몽타뉴-오-드-퍼퓸-100ml/2168/category/568/display/1/,스테파니브루진 파리몽타뉴오드퍼퓸,250000,100,"입가,고인,보라색,와인,지그시,눈꺼풀,독보",와인,파리몽타뉴,스테파니브루진 파리몽타뉴,퍼퓸드말리 멜리오라,,,톰포드 블랙오키드,트루사르디 페미닌
188,,랄프로렌,폴로레드오드뚜왈렛,"타고난 인싸력, 그 끼를 주체할 수 없는 익살스러운 남자의 향기",/product/랄프로렌-폴로-레드-오-드-뚜왈렛-4075125ml/2066/category/568/display/1/,랄프로렌 폴로레드오드뚜왈렛,60000,40,"인싸력,주체,남성",,폴로레드,랄프로렌 폴로레드,퍼퓸드말리 갤러웨이,조르지오 아르마니아쿠아디지오뿌르옴므,딥디크 베티베리오,크리드 어벤투스,입생로랑 라뉘드옴므
190,,나소마토,블랙아프가노엑스트레퍼퓸,"안개낀 고요한 숲속, 마른나무의 깊이감보다 짙은 관능의 머스크 내음",/product/나소마토-블랙-아프가노-엑스트레-퍼퓸-30ml/2235/category/568/display/1/,나소마토 블랙아프가노엑스트레퍼퓸,270000,30,"안개,고요한,나무,깊이,관능,머스크","안개,나무,머스크",블랙아프가노엑스트레퍼퓸,나소마토 블랙아프가노엑스트레퍼퓸,알타이아 애니데이나우,,,프레데릭말 뮤스크라바줴,
191,,나소마토,블라마주엑스트레퍼퓸,"결이 질긴 가죽을 자작나무에 엮어 불을 붙였을 때, 올라오는 짙은 연기가 거칠게 퍼지는 향기",/product/나소마토-블라마주-엑스트레-퍼퓸-30ml/2239/category/568/display/1/,나소마토 블라마주엑스트레퍼퓸,270000,30,"레더,자작나무,불,연기,거친","레더,자작나무,불,연기,거친",블라마주엑스트레퍼퓸,나소마토 블라마주엑스트레퍼퓸,메모 아프리칸레더,,,메모 윈터팰리스,
193,,빅토리아,시크릿저스트어키스오드퍼퓸,"볼 위 가벼운 입맞춤을 부를 정도로, 피오니와 과일을 아낌없이 부어 완성한 사랑스러움",/product/빅토리아-시크릿-저스트-어-키스-오-드-퍼퓸-50ml/2389/category/568/display/1/,빅토리아 시크릿저스트어키스오드퍼퓸,95000,50,"입맞춤,피오니,과일,사랑","피오니,과일",시크릿저스트어키스,빅토리아 시크릿저스트어키스,르페르소나 LP미스틱로즈,구딸파리 쁘띠쉐리,,아닉구딸 쁘띠쉐리,
194,,돌체앤가바나,돌체샤인,말린 건망고에 연유를 살짝 뭍혀 재스민꽃과 먹는 것 같은 따뜻한 달콤함,/product/돌체앤가바나-돌체-샤인-305075ml/1814/category/568/display/1/,돌체앤가바나 돌체샤인,81000,30,"망고,연유,자스민","망고,연유,자스민",돌체샤인,돌체앤가바나 돌체샤인,빅터앤롤프 봉봉,랑세 유제니,,,
195,,구찌알케미스트가든,티어스오브아이리스오드퍼퓸,속살이 비치는 듯한 순백색의 실크 드레스를 닮아 부드럽고 우아한 아이리스와 살결의 향기,/product/구찌-알케미스트-가든-티어스-오브-아이리스-오-드-퍼퓸/2626/category/568/display/1/,구찌알케미스트가든 티어스오브아이리스오드퍼퓸,450000,100,"순백,실크,드레스,아이리스,살결","순백,아이리스",티어스오브아이리스,구찌알케미스트가든 티어스오브아이리스,프레데릭말 이리스뿌드르,나르시소로드리게즈 포허,,,
